Feature,Value,Model,test_set
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_3')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_3')"
error,0,Lars(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,DecisionTreeRegressor(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,PassiveAggressiveRegressor(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=4999)","('subject_12', 'subject_16', 'subject_33')"
error,0,LGBMRegressor(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,GradientBoostingRegressor(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4999)","('subject_12', 'subject_16', 'subject_33')"
error,0,AdaBoostRegressor(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_33')"
error,0,Ridge(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_33')"
error,0,ElasticNet(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,LassoLars(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,Lasso(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_33')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_33')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_33')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_33')"
error,0,PassiveAggressiveRegressor(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,DecisionTreeRegressor(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,Lars(random_state=4999),"('subject_12', 'subject_16', 'subject_33')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=7380)","('subject_12', 'subject_16', 'subject_5')"
error,0,GradientBoostingRegressor(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,AdaBoostRegressor(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=7380)","('subject_12', 'subject_16', 'subject_5')"
error,0,LGBMRegressor(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_5')"
error,0,Ridge(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,Lars(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_5')"
error,0,ElasticNet(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,Lasso(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,LassoLars(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_5')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_5')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_5')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_5')"
error,0,DecisionTreeRegressor(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,PassiveAggressiveRegressor(random_state=7380),"('subject_12', 'subject_16', 'subject_5')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5139)","('subject_12', 'subject_16', 'subject_6')"
error,0,LGBMRegressor(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,GradientBoostingRegressor(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,AdaBoostRegressor(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5139)","('subject_12', 'subject_16', 'subject_6')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_6')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_6')"
error,0,Ridge(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,ElasticNet(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,LassoLars(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,Lasso(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,Lars(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_6')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_6')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_6')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_6')"
error,0,DecisionTreeRegressor(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,PassiveAggressiveRegressor(random_state=5139),"('subject_12', 'subject_16', 'subject_6')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=3008)","('subject_12', 'subject_16', 'subject_7')"
error,0,GradientBoostingRegressor(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,LGBMRegressor(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=3008)","('subject_12', 'subject_16', 'subject_7')"
error,0,AdaBoostRegressor(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_7')"
error,0,Ridge(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_7')"
error,0,Lars(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,ElasticNet(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,Lasso(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,LassoLars(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_7')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_7')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_7')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_7')"
error,0,DecisionTreeRegressor(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,PassiveAggressiveRegressor(random_state=3008),"('subject_12', 'subject_16', 'subject_7')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2245)","('subject_12', 'subject_16', 'subject_8')"
error,0,AdaBoostRegressor(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,GradientBoostingRegressor(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,ElasticNet(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,Ridge(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,Lars(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_8')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_8')"
error,0,LassoLars(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,Lasso(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_8')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_8')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_8')"
error,0,LGBMRegressor(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2245)","('subject_12', 'subject_16', 'subject_8')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_8')"
error,0,PassiveAggressiveRegressor(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,DecisionTreeRegressor(random_state=2245),"('subject_12', 'subject_16', 'subject_8')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=4251)","('subject_12', 'subject_16', 'subject_9')"
error,0,GradientBoostingRegressor(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,AdaBoostRegressor(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,LGBMRegressor(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4251)","('subject_12', 'subject_16', 'subject_9')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_9')"
error,0,Ridge(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,Lars(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_9')"
error,0,ElasticNet(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_9')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_9')"
error,0,Lasso(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,LassoLars(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_9')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_9')"
error,0,DecisionTreeRegressor(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,PassiveAggressiveRegressor(random_state=4251),"('subject_12', 'subject_16', 'subject_9')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=8915)","('subject_12', 'subject_17', 'subject_18')"
error,0,GradientBoostingRegressor(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,LGBMRegressor(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=8915)","('subject_12', 'subject_17', 'subject_18')"
error,0,AdaBoostRegressor(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_17', 'subject_18')"
error,0,Ridge(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,HuberRegressor(),"('subject_12', 'subject_17', 'subject_18')"
error,0,ElasticNet(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,BayesianRidge(),"('subject_12', 'subject_17', 'subject_18')"
error,0,Lasso(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,LassoLars(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,DummyRegressor(),"('subject_12', 'subject_17', 'subject_18')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_17', 'subject_18')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_17', 'subject_18')"
error,0,PassiveAggressiveRegressor(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,DecisionTreeRegressor(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,Lars(random_state=8915),"('subject_12', 'subject_17', 'subject_18')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5618)","('subject_12', 'subject_17', 'subject_19')"
error,0,GradientBoostingRegressor(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,LGBMRegressor(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5618)","('subject_12', 'subject_17', 'subject_19')"
error,0,AdaBoostRegressor(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_17', 'subject_19')"
error,0,Lars(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,Ridge(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,ElasticNet(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,BayesianRidge(),"('subject_12', 'subject_17', 'subject_19')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_17', 'subject_19')"
error,0,Lasso(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,LassoLars(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,DummyRegressor(),"('subject_12', 'subject_17', 'subject_19')"
error,0,HuberRegressor(),"('subject_12', 'subject_17', 'subject_19')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_17', 'subject_19')"
error,0,DecisionTreeRegressor(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,PassiveAggressiveRegressor(random_state=5618),"('subject_12', 'subject_17', 'subject_19')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=767)","('subject_12', 'subject_17', 'subject_2')"
error,0,GradientBoostingRegressor(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,AdaBoostRegressor(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,LGBMRegressor(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_17', 'subject_2')"
error,0,Ridge(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,Lars(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_17', 'subject_2')"
error,0,HuberRegressor(),"('subject_12', 'subject_17', 'subject_2')"
error,0,BayesianRidge(),"('subject_12', 'subject_17', 'subject_2')"
error,0,ElasticNet(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,Lasso(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,LassoLars(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=767)","('subject_12', 'subject_17', 'subject_2')"
error,0,DummyRegressor(),"('subject_12', 'subject_17', 'subject_2')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_17', 'subject_2')"
error,0,PassiveAggressiveRegressor(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,DecisionTreeRegressor(random_state=767),"('subject_12', 'subject_17', 'subject_2')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6032)","('subject_12', 'subject_17', 'subject_20')"
error,0,GradientBoostingRegressor(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,AdaBoostRegressor(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_17', 'subject_20')"
error,0,Ridge(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,Lars(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,LGBMRegressor(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,ElasticNet(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_17', 'subject_20')"
error,0,LassoLars(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,Lasso(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,BayesianRidge(),"('subject_12', 'subject_17', 'subject_20')"
error,0,DummyRegressor(),"('subject_12', 'subject_17', 'subject_20')"
error,0,HuberRegressor(),"('subject_12', 'subject_17', 'subject_20')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6032)","('subject_12', 'subject_17', 'subject_20')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_17', 'subject_20')"
error,0,DecisionTreeRegressor(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,PassiveAggressiveRegressor(random_state=6032),"('subject_12', 'subject_17', 'subject_20')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=3942)","('subject_12', 'subject_17', 'subject_21')"
error,0,LGBMRegressor(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,GradientBoostingRegressor(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=3942)","('subject_12', 'subject_17', 'subject_21')"
error,0,AdaBoostRegressor(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_17', 'subject_21')"
error,0,Ridge(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,Lars(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,HuberRegressor(),"('subject_12', 'subject_17', 'subject_21')"
error,0,BayesianRidge(),"('subject_12', 'subject_17', 'subject_21')"
error,0,ElasticNet(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,Lasso(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,LassoLars(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_17', 'subject_21')"
error,0,DummyRegressor(),"('subject_12', 'subject_17', 'subject_21')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_17', 'subject_21')"
error,0,DecisionTreeRegressor(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,PassiveAggressiveRegressor(random_state=3942),"('subject_12', 'subject_17', 'subject_21')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=4786)","('subject_12', 'subject_17', 'subject_22')"
error,0,GradientBoostingRegressor(random_state=4786),"('subject_12', 'subject_17', 'subject_22')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4786)","('subject_12', 'subject_17', 'subject_22')"
error,0,LGBMRegressor(random_state=4786),"('subject_12', 'subject_17', 'subject_22')"
