Feature,Value,Model,test_set
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4688)","('subject_15', 'subject_18', 'subject_25')"
error,0,GradientBoostingRegressor(random_state=4688),"('subject_15', 'subject_18', 'subject_25')"
error,0,AdaBoostRegressor(random_state=4688),"('subject_15', 'subject_18', 'subject_25')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_25')"
error,0,Ridge(random_state=4688),"('subject_15', 'subject_18', 'subject_25')"
error,0,Lars(random_state=4688),"('subject_15', 'subject_18', 'subject_25')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_25')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_25')"
error,0,ElasticNet(random_state=4688),"('subject_15', 'subject_18', 'subject_25')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_25')"
error,0,Lasso(random_state=4688),"('subject_15', 'subject_18', 'subject_25')"
error,0,LassoLars(random_state=4688),"('subject_15', 'subject_18', 'subject_25')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_25')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_25')"
error,0,PassiveAggressiveRegressor(random_state=4688),"('subject_15', 'subject_18', 'subject_25')"
error,0,DecisionTreeRegressor(random_state=4688),"('subject_15', 'subject_18', 'subject_25')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5299)","('subject_15', 'subject_18', 'subject_26')"
error,0,GradientBoostingRegressor(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,AdaBoostRegressor(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,LGBMRegressor(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5299)","('subject_15', 'subject_18', 'subject_26')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_26')"
error,0,Ridge(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_26')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_26')"
error,0,ElasticNet(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,Lasso(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,LassoLars(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_26')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_26')"
error,0,Lars(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_26')"
error,0,DecisionTreeRegressor(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,PassiveAggressiveRegressor(random_state=5299),"('subject_15', 'subject_18', 'subject_26')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5106)","('subject_15', 'subject_18', 'subject_27')"
error,0,GradientBoostingRegressor(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,LGBMRegressor(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5106)","('subject_15', 'subject_18', 'subject_27')"
error,0,AdaBoostRegressor(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_27')"
error,0,Ridge(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,ElasticNet(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_27')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_27')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_27')"
error,0,Lasso(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,LassoLars(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_27')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_27')"
error,0,Lars(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,DecisionTreeRegressor(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,PassiveAggressiveRegressor(random_state=5106),"('subject_15', 'subject_18', 'subject_27')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=608)","('subject_15', 'subject_18', 'subject_28')"
error,0,LGBMRegressor(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,GradientBoostingRegressor(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=608)","('subject_15', 'subject_18', 'subject_28')"
error,0,AdaBoostRegressor(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,Lars(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_28')"
error,0,Ridge(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_28')"
error,0,ElasticNet(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,Lasso(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,LassoLars(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_28')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_28')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_28')"
error,0,PassiveAggressiveRegressor(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_28')"
error,0,DecisionTreeRegressor(random_state=608),"('subject_15', 'subject_18', 'subject_28')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=7176)","('subject_15', 'subject_18', 'subject_29')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=7176)","('subject_15', 'subject_18', 'subject_29')"
error,0,GradientBoostingRegressor(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,LGBMRegressor(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,AdaBoostRegressor(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,Lars(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_29')"
error,0,Ridge(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,ElasticNet(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_29')"
error,0,Lasso(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,LassoLars(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_29')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_29')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_29')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_29')"
error,0,DecisionTreeRegressor(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,PassiveAggressiveRegressor(random_state=7176),"('subject_15', 'subject_18', 'subject_29')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=7240)","('subject_15', 'subject_18', 'subject_3')"
error,0,GradientBoostingRegressor(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=7240)","('subject_15', 'subject_18', 'subject_3')"
error,0,LGBMRegressor(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,AdaBoostRegressor(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_3')"
error,0,Ridge(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,Lars(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,ElasticNet(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_3')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_3')"
error,0,Lasso(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,LassoLars(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_3')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_3')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_3')"
error,0,DecisionTreeRegressor(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,PassiveAggressiveRegressor(random_state=7240),"('subject_15', 'subject_18', 'subject_3')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=8877)","('subject_15', 'subject_18', 'subject_33')"
error,0,LGBMRegressor(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,GradientBoostingRegressor(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,AdaBoostRegressor(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=8877)","('subject_15', 'subject_18', 'subject_33')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_33')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_33')"
error,0,Ridge(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,Lars(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,ElasticNet(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,Lasso(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,LassoLars(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_33')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_33')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_33')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_33')"
error,0,DecisionTreeRegressor(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,PassiveAggressiveRegressor(random_state=8877),"('subject_15', 'subject_18', 'subject_33')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=694)","('subject_15', 'subject_18', 'subject_5')"
error,0,GradientBoostingRegressor(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,LGBMRegressor(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,AdaBoostRegressor(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_5')"
error,0,Ridge(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_5')"
error,0,ElasticNet(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,LassoLars(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,Lasso(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_5')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_5')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=694)","('subject_15', 'subject_18', 'subject_5')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_5')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_5')"
error,0,DecisionTreeRegressor(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,PassiveAggressiveRegressor(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,Lars(random_state=694),"('subject_15', 'subject_18', 'subject_5')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=1331)","('subject_15', 'subject_18', 'subject_6')"
error,0,GradientBoostingRegressor(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,LGBMRegressor(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,AdaBoostRegressor(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=1331)","('subject_15', 'subject_18', 'subject_6')"
error,0,Lars(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_6')"
error,0,Ridge(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_6')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_6')"
error,0,ElasticNet(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_6')"
error,0,Lasso(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,LassoLars(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_6')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_6')"
error,0,DecisionTreeRegressor(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,PassiveAggressiveRegressor(random_state=1331),"('subject_15', 'subject_18', 'subject_6')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5545)","('subject_15', 'subject_18', 'subject_7')"
error,0,LGBMRegressor(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,GradientBoostingRegressor(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5545)","('subject_15', 'subject_18', 'subject_7')"
error,0,AdaBoostRegressor(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,Lars(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_7')"
error,0,Ridge(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_7')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_7')"
error,0,ElasticNet(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_7')"
error,0,Lasso(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,LassoLars(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_7')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_7')"
error,0,DecisionTreeRegressor(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,PassiveAggressiveRegressor(random_state=5545),"('subject_15', 'subject_18', 'subject_7')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6372)","('subject_15', 'subject_18', 'subject_8')"
error,0,GradientBoostingRegressor(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,LGBMRegressor(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6372)","('subject_15', 'subject_18', 'subject_8')"
error,0,AdaBoostRegressor(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_8')"
error,0,Ridge(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_8')"
error,0,ElasticNet(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_8')"
error,0,Lasso(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,LassoLars(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_8')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_8')"
error,0,Lars(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_8')"
error,0,DecisionTreeRegressor(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,PassiveAggressiveRegressor(random_state=6372),"('subject_15', 'subject_18', 'subject_8')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=4057)","('subject_15', 'subject_18', 'subject_9')"
error,0,LGBMRegressor(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,GradientBoostingRegressor(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4057)","('subject_15', 'subject_18', 'subject_9')"
error,0,AdaBoostRegressor(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,Lars(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_18', 'subject_9')"
error,0,Ridge(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_18', 'subject_9')"
error,0,ElasticNet(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,HuberRegressor(),"('subject_15', 'subject_18', 'subject_9')"
error,0,Lasso(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,LassoLars(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,BayesianRidge(),"('subject_15', 'subject_18', 'subject_9')"
error,0,DummyRegressor(),"('subject_15', 'subject_18', 'subject_9')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_18', 'subject_9')"
error,0,PassiveAggressiveRegressor(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,DecisionTreeRegressor(random_state=4057),"('subject_15', 'subject_18', 'subject_9')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6864)","('subject_15', 'subject_19', 'subject_2')"
error,0,LGBMRegressor(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6864)","('subject_15', 'subject_19', 'subject_2')"
error,0,GradientBoostingRegressor(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,AdaBoostRegressor(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_2')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_2')"
error,0,Ridge(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,Lars(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,ElasticNet(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,Lasso(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,LassoLars(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_2')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_2')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_2')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_2')"
error,0,DecisionTreeRegressor(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,PassiveAggressiveRegressor(random_state=6864),"('subject_15', 'subject_19', 'subject_2')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=3470)","('subject_15', 'subject_19', 'subject_20')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=3470)","('subject_15', 'subject_19', 'subject_20')"
error,0,LGBMRegressor(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,GradientBoostingRegressor(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,AdaBoostRegressor(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,Lars(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_20')"
error,0,Ridge(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_20')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_20')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_20')"
error,0,ElasticNet(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,Lasso(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,LassoLars(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_20')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_20')"
error,0,DecisionTreeRegressor(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,PassiveAggressiveRegressor(random_state=3470),"('subject_15', 'subject_19', 'subject_20')"
error,0,GradientBoostingRegressor(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=3334)","('subject_15', 'subject_19', 'subject_21')"
error,0,LGBMRegressor(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=3334)","('subject_15', 'subject_19', 'subject_21')"
error,0,AdaBoostRegressor(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_21')"
error,0,Ridge(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_21')"
error,0,ElasticNet(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_21')"
error,0,LassoLars(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,Lasso(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_21')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_21')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_21')"
error,0,PassiveAggressiveRegressor(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,DecisionTreeRegressor(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,Lars(random_state=3334),"('subject_15', 'subject_19', 'subject_21')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=725)","('subject_15', 'subject_19', 'subject_22')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=725)","('subject_15', 'subject_19', 'subject_22')"
error,0,LGBMRegressor(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,AdaBoostRegressor(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,GradientBoostingRegressor(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_22')"
error,0,Lars(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,Ridge(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_22')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_22')"
error,0,ElasticNet(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_22')"
error,0,Lasso(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,LassoLars(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_22')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_22')"
error,0,DecisionTreeRegressor(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,PassiveAggressiveRegressor(random_state=725),"('subject_15', 'subject_19', 'subject_22')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6510)","('subject_15', 'subject_19', 'subject_24')"
error,0,LGBMRegressor(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,GradientBoostingRegressor(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6510)","('subject_15', 'subject_19', 'subject_24')"
error,0,AdaBoostRegressor(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_24')"
error,0,Ridge(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,Lars(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_24')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_24')"
error,0,ElasticNet(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,Lasso(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,LassoLars(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_24')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_24')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_24')"
error,0,DecisionTreeRegressor(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,PassiveAggressiveRegressor(random_state=6510),"('subject_15', 'subject_19', 'subject_24')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6674)","('subject_15', 'subject_19', 'subject_25')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6674)","('subject_15', 'subject_19', 'subject_25')"
error,0,LGBMRegressor(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,GradientBoostingRegressor(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,AdaBoostRegressor(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_25')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_25')"
error,0,Ridge(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,Lars(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_25')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_25')"
error,0,ElasticNet(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,Lasso(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,LassoLars(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_25')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_25')"
error,0,DecisionTreeRegressor(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,PassiveAggressiveRegressor(random_state=6674),"('subject_15', 'subject_19', 'subject_25')"
error,0,GradientBoostingRegressor(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5094)","('subject_15', 'subject_19', 'subject_26')"
error,0,AdaBoostRegressor(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
